Genome ID,Resistant Phenotype,Genome Status,Genome Quality,MLST,BioProject Accession,Isolation Country,Geographic Location,Collection Year,gyrA_BUGGY,gyrA_STRICT,gyrA_fq_mut,parC_fq_mut,qnrA,qnrB,qnrS,oqxA,oqxB,aac6_Ib_cr
562.96789,Resistant,WGS,Good,MLST.ecoli_achtman_4.443,,United Kingdom,,,1,1,1,1,0,0,0,0,0,0
562.98900,Susceptible,WGS,Good,MLST.ecoli_achtman_4.95,,Norway,,2010.0,1,0,0,0,0,0,0,0,0,0
562.98618,Susceptible,WGS,Good,MLST.ecoli_achtman_4.449,,Norway,,2008.0,1,1,1,1,0,0,0,0,0,0
562.100934,Susceptible,WGS,Good,MLST.ecoli_achtman_4.14,,Norway,,2017.0,1,0,0,0,0,0,0,0,0,0
562.100004,Susceptible,WGS,Good,MLST.ecoli_achtman_4.58,,Norway,,2014.0,1,0,0,0,0,0,0,0,0,0
562.100005,Susceptible,WGS,Good,MLST.ecoli_achtman_4.101,,Norway,,2014.0,1,0,0,0,0,0,0,0,0,0
562.100588,Susceptible,WGS,Good,MLST.ecoli_achtman_4.12,,Norway,,2016.0,1,0,0,0,0,0,0,0,0,0
562.100064,Susceptible,WGS,Good,MLST.ecoli_achtman_4.73,,Norway,,2015.0,1,0,0,0,0,0,0,0,0,0
562.98217,Susceptible,WGS,Good,MLST.ecoli_achtman_4.127,,Norway,,2005.0,1,0,0,0,0,0,0,0,0,0
562.97899,Susceptible,WGS,Good,MLST.ecoli_achtman_4.73,,Norway,,2003.0,1,0,0,0,0,0,0,0,0,0
562.22567,Susceptible,WGS,Good,MLST.ecoli_achtman_4.5606,PRJEB4681,United Kingdom,,2009.0,1,1,1,0,0,0,0,0,0,0
562.97277,Resistant,WGS,Good,MLST.ecoli_achtman_4.443,,United Kingdom,,,1,1,1,1,0,0,0,0,0,0
562.99654,Susceptible,WGS,Good,MLST.ecoli_achtman_4.10,,Norway,,2013.0,1,0,0,0,0,0,0,0,0,0
562.98628,Susceptible,WGS,Good,MLST.ecoli_achtman_4.404,,Norway,,2008.0,1,0,0,0,0,0,0,0,0,0
562.99311,Susceptible,WGS,Good,MLST.ecoli_achtman_4.69,,Norway,,2012.0,1,0,0,0,0,0,0,0,0,0
562.98678,Susceptible,WGS,Good,MLST.ecoli_achtman_4.73,,Norway,,2009.0,1,0,0,0,0,0,0,0,0,0
562.22746,Resistant,WGS,Good,MLST.ecoli_achtman_4.773,PRJEB4681,United Kingdom,,2012.0,1,1,1,1,0,0,0,0,0,0
562.100113,Susceptible,WGS,Good,MLST.ecoli_achtman_4.929,,Norway,,2015.0,1,0,0,0,0,0,0,0,0,0
562.96710,Resistant,WGS,Good,MLST.ecoli_achtman_4.1193,,United Kingdom,,,1,1,1,1,0,0,0,0,0,0
562.99133,Susceptible,WGS,Good,MLST.ecoli_achtman_4.95,,Norway,,2011.0,1,0,0,0,0,0,0,0,0,0
562.98701,Susceptible,WGS,Good,MLST.ecoli_achtman_4.38,,Norway,,2009.0,1,0,0,0,0,0,0,0,0,0
562.98097,Susceptible,WGS,Good,MLST.ecoli_achtman_4.73,,Norway,,2005.0,1,0,0,0,0,0,0,0,0,0
562.98729,Susceptible,WGS,Good,MLST.ecoli_achtman_4.62,,Norway,,2009.0,1,0,0,0,0,0,0,0,0,0
562.98665,Susceptible,WGS,Good,MLST.ecoli_achtman_4.12,,Norway,,2009.0,1,0,0,0,0,0,0,0,0,0
562.140869,Resistant,WGS,Good,MLST.ecoli_achtman_4.131,PRJNA530794,USA,"St. Louis, Missouri",2017.0,1,1,1,1,0,0,0,0,0,1
562.100144,Susceptible,WGS,Good,MLST.ecoli_achtman_4.58,,Norway,,2015.0,1,0,0,0,0,0,0,0,0,0
562.100096,Susceptible,WGS,Good,MLST.ecoli_achtman_4.1331,,Norway,,2015.0,1,0,0,0,0,0,0,0,0,0
562.57228,Susceptible,WGS,Good,MLST.ecoli_achtman_4.73,,,,2017.0,1,0,0,0,0,0,0,0,0,0
562.97905,Susceptible,WGS,Good,MLST.ecoli_achtman_4.95,,Norway,,2003.0,1,0,0,0,0,0,0,0,0,0
562.22546,Susceptible,WGS,Good,MLST.ecoli_achtman_4.69,PRJEB4681,United Kingdom,,2009.0,0,0,0,0,0,0,0,0,0,0
562.100232,Resistant,WGS,Good,MLST.ecoli_achtman_4.405,,Norway,,2015.0,1,1,1,1,0,0,1,0,0,0
562.99216,Susceptible,WGS,Good,MLST.ecoli_achtman_4.127,,Norway,,2011.0,1,1,1,0,0,0,0,0,0,0
562.98991,Susceptible,WGS,Good,MLST.ecoli_achtman_4.95,,Norway,,2010.0,1,0,0,0,0,0,0,0,0,0
562.96418,Resistant,WGS,Good,MLST.ecoli_achtman_4.443,,United Kingdom,,,1,1,1,1,0,0,0,0,0,0
562.57417,Resistant,WGS,Good,MLST.ecoli_achtman_4.5944,,Thailand,,2015.0,1,1,1,0,0,0,1,0,0,0
562.57183,Resistant,WGS,Good,MLST.ecoli_achtman_4.131,,,,2007.0,1,1,1,1,0,0,0,0,0,1
562.98474,Susceptible,WGS,Good,MLST.ecoli_achtman_4.2619,,Norway,,2007.0,1,0,0,0,0,0,0,0,0,0
562.98184,Susceptible,WGS,Good,MLST.ecoli_achtman_4.73,,Norway,,2005.0,1,0,0,0,0,0,0,0,0,0
562.96916,Susceptible,WGS,Good,MLST.ecoli_achtman_4.155,,United Kingdom,,,1,0,0,0,0,0,0,0,0,0
562.98239,Susceptible,WGS,Good,MLST.ecoli_achtman_4.404,,Norway,,2006.0,1,0,0,0,0,0,0,0,0,0
562.100137,Susceptible,WGS,Good,MLST.ecoli_achtman_4.73,,Norway,,2015.0,1,0,0,0,0,0,0,0,0,0
562.97253,Resistant,WGS,Good,MLST.ecoli_achtman_4.1723,,United Kingdom,,,1,1,1,1,0,0,0,0,0,0
562.135565,Resistant,WGS,Good,MLST.ecoli_achtman_4.167,,India,Chattisgarh (Jan Swasthya Sahyog),2020.0,1,1,1,1,0,0,1,0,0,0
562.145427,Susceptible,WGS,Good,MLST.ecoli_achtman_4.117,PRJNA273513,Canada,British Columbia,2006.0,1,1,1,0,0,0,0,0,0,0
562.98934,Susceptible,WGS,Good,MLST.ecoli_achtman_4.117,,Norway,,2010.0,1,0,0,0,0,0,0,0,0,0
562.57194,Susceptible,WGS,Good,MLST.ecoli_achtman_4.70,,,,1998.0,1,0,0,0,0,0,0,0,0,0
562.45598,Resistant,WGS,Good,MLST.ecoli_achtman_4.2847,PRJNA522294,Pakistan,Pakistan:Islamabad,2016.0,1,1,1,1,0,0,0,0,0,0
562.100939,Susceptible,WGS,Good,MLST.ecoli_achtman_4.95,,Norway,,2017.0,1,0,0,0,0,0,0,0,0,0
562.97150,Susceptible,WGS,Good,MLST.ecoli_achtman_4.141,,United Kingdom,,,1,0,0,0,0,0,0,0,0,0
562.97487,Resistant,WGS,Good,MLST.ecoli_achtman_4.617,,United Kingdom,,,1,1,1,1,0,0,0,0,0,0
562.23102,Susceptible,WGS,Good,MLST.ecoli_achtman_4.127,PRJEB4681,United Kingdom,,2004.0,0,0,0,0,0,0,0,0,0,0
562.97323,Resistant,WGS,Good,MLST.ecoli_achtman_4.59,,United Kingdom,,,1,1,1,1,0,0,0,0,0,0
562.22466,Susceptible,WGS,Good,MLST.ecoli_achtman_4.69,PRJEB4681,United Kingdom,,2007.0,0,0,0,0,0,0,0,0,0,0
562.97492,Resistant,WGS,Good,MLST.ecoli_achtman_4.131,,United Kingdom,,,1,1,1,1,0,0,0,0,0,0
562.98887,Susceptible,WGS,Good,MLST.ecoli_achtman_4.538,,Norway,,2010.0,1,0,0,0,0,0,0,0,0,0
562.57269,Susceptible,WGS,Good,MLST.ecoli_achtman_4.73,,,,2008.0,1,0,0,0,0,0,0,0,0,0
562.96882,Susceptible,WGS,Good,MLST.ecoli_achtman_4.3877,,United Kingdom,,,1,0,0,0,0,0,0,0,0,0
562.97354,Susceptible,WGS,Good,MLST.ecoli_achtman_4.5430,,United Kingdom,,,1,0,0,0,0,0,0,0,0,0
562.97903,Susceptible,WGS,Good,MLST.ecoli_achtman_4.10,,Norway,,2003.0,1,0,0,0,0,0,0,0,0,0
562.97174,Resistant,WGS,Good,MLST.ecoli_achtman_4.443,,United Kingdom,,,1,1,1,1,0,0,0,0,0,0
562.22773,Susceptible,WGS,Good,MLST.ecoli_achtman_4.131,PRJEB4681,United Kingdom,,2012.0,0,0,0,0,0,0,0,0,0,0
562.99784,Susceptible,WGS,Good,MLST.ecoli_achtman_4.73,,Norway,,2014.0,1,0,0,0,0,0,0,0,0,0
562.97924,Susceptible,WGS,Good,MLST.ecoli_achtman_4.12,,Norway,,2003.0,1,0,0,0,0,0,0,0,0,0
562.145020,Susceptible,WGS,Good,MLST.ecoli_achtman_4.86,PRJEB54735,Portugal,,2020.0,1,0,0,0,0,0,0,0,0,0
562.98336,Susceptible,WGS,Good,MLST.ecoli_achtman_4.405,,Norway,,2006.0,1,0,0,0,0,0,0,0,0,0
562.98256,Susceptible,WGS,Good,MLST.ecoli_achtman_4.127,,Norway,,2006.0,1,0,0,0,0,0,0,0,0,0
562.100242,Susceptible,WGS,Good,MLST.ecoli_achtman_4.62,,Norway,,2015.0,1,0,0,0,0,0,0,0,0,0
562.98601,Susceptible,WGS,Good,MLST.ecoli_achtman_4.95,,Norway,,2008.0,1,0,0,0,0,0,0,0,0,0
562.145078,Susceptible,WGS,Good,MLST.Escherichia_coli_1.2538,PRJEB54735,Portugal,,2020.0,1,0,0,0,0,0,0,0,0,0
562.97319,Susceptible,WGS,Good,MLST.ecoli_achtman_4.569,,United Kingdom,,,1,0,0,0,0,0,0,0,0,0
562.96960,Resistant,WGS,Good,MLST.ecoli_achtman_4.131,,United Kingdom,,,1,1,1,1,0,0,0,0,0,0
562.100238,Susceptible,WGS,Good,MLST.ecoli_achtman_4.355,,Norway,,2015.0,1,0,0,0,0,0,0,0,0,0
562.97280,Susceptible,WGS,Good,MLST.ecoli_achtman_4.69,,United Kingdom,,,1,0,0,0,0,0,0,0,0,0
562.99789,Susceptible,WGS,Good,MLST.ecoli_achtman_4.421,,Norway,,2014.0,1,0,0,0,0,0,0,0,0,0
562.97752,Susceptible,WGS,Good,MLST.ecoli_achtman_4.73,,Norway,,2002.0,1,0,0,0,0,0,0,0,0,0
562.96636,Susceptible,WGS,Good,MLST.ecoli_achtman_4.62,,United Kingdom,,,1,0,0,0,0,0,0,0,0,0
562.98016,Susceptible,WGS,Good,MLST.ecoli_achtman_4.127,,Norway,,2004.0,1,0,0,0,0,0,0,0,0,0
562.96486,Susceptible,WGS,Good,MLST.ecoli_achtman_4.131,,United Kingdom,,,1,1,1,0,0,0,0,0,0,0
562.96697,Susceptible,WGS,Good,MLST.ecoli_achtman_4.648,,United Kingdom,,,1,0,0,0,0,0,0,0,0,0
562.98280,Susceptible,WGS,Good,MLST.ecoli_achtman_4.73,,Norway,,2006.0,1,0,0,0,0,0,0,0,0,0
562.98879,Susceptible,WGS,Good,MLST.ecoli_achtman_4.95,,Norway,,2010.0,1,0,0,0,0,0,0,0,0,0
562.22443,Susceptible,WGS,Good,MLST.ecoli_achtman_4.73,PRJEB4681,United Kingdom,,2007.0,0,0,0,0,0,0,0,0,0,0
562.98168,Susceptible,WGS,Good,MLST.ecoli_achtman_4.95,,Norway,,2005.0,1,0,0,0,0,0,0,0,0,0
562.57394,Resistant,WGS,Good,MLST.ecoli_achtman_4.641,,Thailand,,2015.0,1,1,1,1,0,0,0,0,0,0
562.57302,Susceptible,WGS,Good,MLST.ecoli_achtman_4.8855,,,,2017.0,1,0,0,0,0,0,0,0,0,0
562.97886,Susceptible,WGS,Good,MLST.ecoli_achtman_4.144,,Norway,,2003.0,1,0,0,0,0,0,0,0,0,0
562.98938,Susceptible,WGS,Good,MLST.ecoli_achtman_4.357,,Norway,,2010.0,1,0,0,0,0,0,0,0,0,0
562.42754,Susceptible,WGS,Good,MLST.ecoli_achtman_4.38,PRJNA278886,USA,USA:Boston,2015.0,1,0,0,0,0,0,0,0,0,0
562.97445,Susceptible,WGS,Good,MLST.ecoli_achtman_4.155,,United Kingdom,,,1,1,1,0,0,0,0,0,0,0
562.99371,Susceptible,WGS,Good,MLST.ecoli_achtman_4.10233,,Norway,,2012.0,1,0,0,0,0,0,0,0,0,0
562.99938,Resistant,WGS,Good,MLST.ecoli_achtman_4.131,,Norway,,2014.0,1,1,1,1,0,0,0,0,0,0
562.100364,Susceptible,WGS,Good,MLST.ecoli_achtman_4.69,,Norway,,2016.0,1,0,0,0,0,0,0,0,0,0
562.22704,Susceptible,WGS,Good,MLST.ecoli_achtman_4.73,PRJEB4681,United Kingdom,,2011.0,0,0,0,0,0,0,0,0,0,0
562.98966,Susceptible,WGS,Good,MLST.ecoli_achtman_4.95,,Norway,,2010.0,1,0,0,0,0,0,0,0,0,0
562.99895,Susceptible,WGS,Good,MLST.ecoli_achtman_4.95,,Norway,,2014.0,1,0,0,0,0,0,0,0,0,0
562.100658,Susceptible,WGS,Good,MLST.ecoli_achtman_4.95,,Norway,,2017.0,1,0,0,0,0,0,0,0,0,0
562.97813,Susceptible,WGS,Good,MLST.ecoli_achtman_4.73,,Norway,,2003.0,1,0,0,0,0,0,0,0,0,0
562.73374,Resistant,WGS,Good,MLST.ecoli_achtman_4.1196,PRJEB34557,Spain,Barcelona,2013.0,1,1,1,1,0,0,0,0,0,0
562.100786,Resistant,WGS,Good,MLST.ecoli_achtman_4.117,,Norway,,2017.0,1,0,0,0,0,0,1,0,0,0
562.100710,Susceptible,WGS,Good,MLST.ecoli_achtman_4.998,,Norway,,2017.0,1,0,0,0,0,0,0,0,0,0
562.96775,Susceptible,WGS,Good,MLST.ecoli_achtman_4.88,,United Kingdom,,,1,0,0,0,0,0,0,0,0,0
562.99302,Susceptible,WGS,Good,MLST.ecoli_achtman_4.141,,Norway,,2012.0,1,0,0,0,0,0,0,0,0,0
562.97787,Susceptible,WGS,Good,MLST.ecoli_achtman_4.405,,Norway,,2002.0,1,0,0,0,0,0,0,0,0,0
562.98318,Susceptible,WGS,Good,MLST.ecoli_achtman_4.131,,Norway,,2006.0,1,0,0,0,0,0,0,0,0,0
562.97884,Susceptible,WGS,Good,MLST.ecoli_achtman_4.69,,Norway,,2003.0,1,0,0,0,0,0,0,0,0,0
562.99425,Susceptible,WGS,Good,MLST.ecoli_achtman_4.73,,Norway,,2012.0,1,0,0,0,0,0,0,0,0,0
562.99035,Susceptible,WGS,Good,MLST.ecoli_achtman_4.12,,Norway,,2011.0,1,0,0,0,0,0,0,0,0,0
562.98664,Susceptible,WGS,Good,MLST.ecoli_achtman_4.73,,Norway,,2009.0,1,0,0,0,0,0,0,0,0,0
562.28841,Susceptible,WGS,Good,MLST.ecoli_achtman_4.10,PRJEB23541,Tanzania,Moshi,2014.0,0,0,0,0,0,0,0,0,0,0
562.96612,Resistant,WGS,Good,MLST.ecoli_achtman_4.1196,,United Kingdom,,,1,1,1,1,0,0,0,0,0,0
562.99732,Susceptible,WGS,Good,MLST.ecoli_achtman_4.1882,,Norway,,2013.0,1,0,0,0,0,0,0,0,0,0
562.45671,Resistant,WGS,Good,MLST.ecoli_achtman_4.6743,PRJNA522294,Pakistan,Pakistan:Islamabad,2015.0,1,1,1,1,0,0,0,0,0,0
562.99422,Susceptible,WGS,Good,MLST.ecoli_achtman_4.73,,Norway,,2012.0,1,0,0,0,0,0,0,0,0,0
562.99876,Susceptible,WGS,Good,MLST.ecoli_achtman_4.405,,Norway,,2014.0,1,0,0,0,0,0,0,0,0,0
562.98043,Susceptible,WGS,Good,MLST.ecoli_achtman_4.10,,Norway,,2004.0,1,0,0,0,0,0,0,0,0,0
562.42837,Resistant,WGS,Good,MLST.ecoli_achtman_4.131,PRJNA288601,USA,United States,2014.0,1,1,1,1,0,0,0,0,0,0
562.98671,Susceptible,WGS,Good,MLST.ecoli_achtman_4.73,,Norway,,2009.0,1,0,0,0,0,0,0,0,0,0
562.97467,Resistant,WGS,Good,MLST.ecoli_achtman_4.131,,United Kingdom,,,1,1,1,1,0,0,0,0,0,0
562.100404,Susceptible,WGS,Good,MLST.ecoli_achtman_4.73,,Norway,,2016.0,1,0,0,0,0,0,0,0,0,0
562.97435,Susceptible,WGS,Good,MLST.ecoli_achtman_4.540,,United Kingdom,,,1,0,0,0,0,0,0,0,0,0
562.100942,Susceptible,WGS,Good,MLST.ecoli_achtman_4.12,,Norway,,2017.0,1,0,0,0,0,0,0,0,0,0
562.100261,Susceptible,WGS,Good,MLST.ecoli_achtman_4.12,,Norway,,2015.0,1,0,0,0,0,0,0,0,0,0
562.98749,Susceptible,WGS,Good,MLST.ecoli_achtman_4.550,,Norway,,2009.0,1,0,0,0,0,0,0,0,0,0
562.100099,Susceptible,WGS,Good,MLST.ecoli_achtman_4.28,,Norway,,2015.0,1,0,0,0,0,0,0,0,0,0
562.31460,Resistant,WGS,Good,MLST.ecoli_achtman_4.224,PRJEB23541,Tanzania,Moshi,2014.0,1,1,1,1,0,0,0,0,0,1
562.99775,Susceptible,WGS,Good,MLST.ecoli_achtman_4.95,,Norway,,2014.0,1,0,0,0,0,0,0,0,0,0
562.100549,Susceptible,WGS,Good,MLST.ecoli_achtman_4.131,,Norway,,2016.0,1,1,1,0,0,0,0,0,0,0
562.97139,Susceptible,WGS,Good,MLST.ecoli_achtman_4.117,,United Kingdom,,,1,1,1,0,0,0,0,0,0,0
562.144924,Resistant,WGS,Good,MLST.ecoli_achtman_4.167,PRJNA925003,India,Chattisgarh,,1,1,1,1,0,0,1,0,0,0
562.45630,Resistant,WGS,Good,MLST.ecoli_achtman_4.2847,PRJNA522294,Pakistan,Pakistan:Balochistan,2016.0,1,1,1,1,0,0,0,0,0,0
562.99532,Susceptible,WGS,Good,MLST.ecoli_achtman_4.73,,Norway,,2013.0,1,0,0,0,0,0,0,0,0,0
562.98113,Susceptible,WGS,Good,MLST.ecoli_achtman_4.73,,Norway,,2005.0,1,0,0,0,0,0,0,0,0,0
562.97803,Susceptible,WGS,Good,MLST.ecoli_achtman_4.80,,Norway,,2002.0,1,0,0,0,0,0,0,0,0,0
562.96745,Resistant,WGS,Good,MLST.ecoli_achtman_4.10,,United Kingdom,,,1,1,1,0,0,1,0,0,0,0
562.42712,Resistant,WGS,Good,MLST.ecoli_achtman_4.131,PRJNA278886,USA,USA:Boston,2016.0,1,1,1,1,0,0,0,0,0,0
562.57278,Resistant,WGS,Good,MLST.ecoli_achtman_4.131,,,,2009.0,1,1,1,1,0,0,0,0,0,0
562.96856,Resistant,WGS,Good,MLST.ecoli_achtman_4.1723,,United Kingdom,,,1,1,1,1,0,0,0,0,0,0
562.58711,Resistant,WGS,Good,MLST.ecoli_achtman_4.101,,Italy,,2014.0,1,1,1,1,0,0,0,0,0,0
562.98236,Susceptible,WGS,Good,MLST.ecoli_achtman_4.372,,Norway,,2006.0,1,0,0,0,0,0,0,0,0,0
562.100698,Susceptible,WGS,Good,MLST.ecoli_achtman_4.10,,Norway,,2017.0,1,0,0,0,0,0,0,0,0,0
562.100215,Susceptible,WGS,Good,MLST.ecoli_achtman_4.73,,Norway,,2015.0,1,0,0,0,0,0,0,0,0,0
562.98288,Susceptible,WGS,Good,MLST.ecoli_achtman_4.95,,Norway,,2006.0,1,0,0,0,0,0,0,0,0,0
562.100835,Susceptible,WGS,Good,MLST.ecoli_achtman_4.73,,Norway,,2017.0,1,0,0,0,0,0,0,0,0,0
562.97126,Susceptible,WGS,Good,MLST.ecoli_achtman_4.635,,United Kingdom,,,1,0,0,0,0,0,0,0,0,0
562.22725,Susceptible,WGS,Good,MLST.ecoli_achtman_4.12,PRJEB4681,United Kingdom,,2011.0,0,0,0,0,0,0,0,0,0,0
562.98471,Susceptible,WGS,Good,MLST.ecoli_achtman_4.59,,Norway,,2007.0,1,0,0,0,0,0,0,0,0,0
562.37112,Resistant,WGS,Good,MLST.ecoli_achtman_4.156,PRJEB23541,Tanzania,Moshi,2013.0,1,1,1,1,0,0,0,0,0,0
562.100526,Resistant,WGS,Good,MLST.ecoli_achtman_4.131,,Norway,,2016.0,1,1,1,1,0,0,0,0,0,1
562.57372,Resistant,WGS,Good,MLST.ecoli_achtman_4.648,,Thailand,,2015.0,1,1,1,1,0,0,0,0,0,1
562.98609,Susceptible,WGS,Good,MLST.ecoli_achtman_4.10,,Norway,,2008.0,1,0,0,0,0,0,0,0,0,0
562.99316,Susceptible,WGS,Good,MLST.ecoli_achtman_4.73,,Norway,,2012.0,1,0,0,0,0,0,0,0,0,0
562.100804,Susceptible,WGS,Good,MLST.ecoli_achtman_4.73,,Norway,,2017.0,1,0,0,0,0,0,0,0,0,0
562.96681,Susceptible,WGS,Good,MLST.ecoli_achtman_4.428,,United Kingdom,,,1,1,1,0,0,0,0,0,0,0
562.99298,Susceptible,WGS,Good,MLST.ecoli_achtman_4.144,,Norway,,2012.0,1,0,0,0,0,0,0,0,0,0
562.96777,Susceptible,WGS,Good,MLST.ecoli_achtman_4.88,,United Kingdom,,,1,0,0,0,0,0,0,0,0,0
562.97396,Susceptible,WGS,Good,MLST.ecoli_achtman_4.131,,United Kingdom,,,1,0,0,0,0,0,0,0,0,0
562.98429,Susceptible,WGS,Good,MLST.ecoli_achtman_4.144,,Norway,,2007.0,1,0,0,0,0,0,0,0,0,0
562.45404,Resistant,Complete,Good,MLST.ecoli_achtman_4.131,PRJNA511007,Brazil,"Brazil: Botucatu, Sao Paulo State",2015.0,1,1,1,1,0,0,0,0,0,0
562.98573,Susceptible,WGS,Good,MLST.ecoli_achtman_4.73,,Norway,,2008.0,1,0,0,0,0,0,0,0,0,0
562.144999,Susceptible,WGS,Good,MLST.ecoli_achtman_4.540,PRJEB54735,Portugal,,2021.0,1,0,0,0,0,0,0,0,0,0
562.97082,Susceptible,WGS,Good,MLST.ecoli_achtman_4.2598,,United Kingdom,,,1,0,0,0,0,0,0,0,0,0
562.100202,Susceptible,WGS,Good,MLST.ecoli_achtman_4.59,,Norway,,2015.0,1,0,0,0,0,0,0,0,0,0
562.98727,Resistant,WGS,Good,MLST.ecoli_achtman_4.648,,Norway,,2009.0,1,1,1,1,0,0,0,0,0,0
562.97994,Resistant,WGS,Good,MLST.ecoli_achtman_4.131,,Norway,,2004.0,1,1,1,1,0,0,0,0,0,0
562.57497,Resistant,WGS,Good,MLST.ecoli_achtman_4.131,,Thailand,,2015.0,1,1,1,1,0,0,0,0,0,0
562.22670,Susceptible,WGS,Good,MLST.ecoli_achtman_4.131,PRJEB4681,United Kingdom,,2011.0,0,0,0,0,0,0,0,0,0,0
