Evidence,Property,Source,Genome ID,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,Antibiotics Class,Antibiotics,PubMed,Subject Coverage,Query Coverage,Identity,E-value
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.96560","Escherichia coli VRES0785","fig|562.96560.peg.986",,,"WP_001281881.1",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia quinolone resistant ParC",,"quinolone","quinolone",,100,100,99,
"BLAT","Antibiotic Resistance","CARD","562.99893","Escherichia coli b4bc1a90-7bb9-11e9-a8d3-68b59976a384","fig|562.99893.peg.1931",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.57478","Escherichia coli strain PB125","fig|562.57478.peg.1758",,,"WP_001281881.1",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia quinolone resistant ParC",,"quinolone","quinolone",,100,100,99,
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.98682","Escherichia coli e0b4f438-7bb8-11e9-a8d3-68b59976a384","fig|562.98682.peg.93",,,"WP_001281881.1",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia quinolone resistant ParC",,"quinolone","quinolone",,100,100,98,
"BLAT","Antibiotic Resistance","CARD","562.100653","Escherichia coli 9f495bf6-7bb8-11e9-a8d3-68b59976a384","fig|562.100653.peg.2621",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.97239","Escherichia coli VRES1437","fig|562.97239.peg.4791",,,"WP_001281881.1",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia quinolone resistant ParC",,"quinolone","quinolone",,100,100,99,
"BLAT","Antibiotic Resistance","CARD","562.99066","Escherichia coli 16d6a3ea-7bb9-11e9-a8d3-68b59976a384","fig|562.99066.peg.3695",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,100,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.98237","Escherichia coli b5300672-7bb8-11e9-a8d3-68b59976a384","fig|562.98237.peg.1655",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,100,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.98876","Escherichia coli 16bcd2bc-7bb9-11e9-a8d3-68b59976a384","fig|562.98876.peg.937",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.96667","Escherichia coli VREC0855","fig|562.96667.peg.3003",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,100,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.100566","Escherichia coli d27fb35c-7bb9-11e9-a8d3-68b59976a384","fig|562.100566.peg.1106",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.57178","Escherichia coli strain 24742_1#156","fig|562.57178.peg.3404",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.100781","Escherichia coli 014e50d6-7bb9-11e9-a8d3-68b59976a384","fig|562.100781.peg.3855",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.97249","Escherichia coli VREC1406","fig|562.97249.peg.2532",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.100401","Escherichia coli 9794f7f8-7bb8-11e9-a8d3-68b59976a384","fig|562.100401.peg.3518","AWG56_05185",,"WP_001281881.1",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia quinolone resistant ParC",,"quinolone","quinolone",,100,100,99,
"BLAT","Antibiotic Resistance","CARD","562.96714","Escherichia coli VRES0873","fig|562.96714.peg.1177",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,100,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.100850","Escherichia coli ba21d61e-7bb9-11e9-a8d3-68b59976a384","fig|562.100850.peg.2570",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.98212","Escherichia coli 62d02aa0-7bb9-11e9-a8d3-68b59976a384","fig|562.98212.peg.2003","AML79_08025",,"WP_001281881.1",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia quinolone resistant ParC",,"quinolone","quinolone",,100,100,99,
"BLAT","Antibiotic Resistance","CARD","562.98990","Escherichia coli 5ad44318-7bb9-11e9-a8d3-68b59976a384","fig|562.98990.peg.1715",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,100,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.99129","Escherichia coli 936100cc-7bb9-11e9-a8d3-68b59976a384","fig|562.99129.peg.2316",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.98471","Escherichia coli 7034ddee-7bb9-11e9-a8d3-68b59976a384","fig|562.98471.peg.4878",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.97194","Escherichia coli VREC1344","fig|562.97194.peg.93",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.135583","Escherichia coli 20200317_MGL_35","fig|562.135583.peg.311",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.144914","Escherichia coli MGL_86","fig|562.144914.peg.2057",,,"WP_001281881.1",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia quinolone resistant ParC",,"quinolone","quinolone",,100,100,99,
"BLAT","Antibiotic Resistance","CARD","562.97912","Escherichia coli e3f6bbee-7bb9-11e9-a8d3-68b59976a384","fig|562.97912.peg.2065",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,100,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.57382","Escherichia coli strain PB410","fig|562.57382.peg.2269",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"RGI: protein variant model","Antibiotic Resistance","CARD","562.96699","Escherichia coli VREC0870","fig|562.96699.peg.2712",,,"1450",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia coli parC conferring resistance to fluoroquinolones","antibiotic target alteration","fluoroquinolone","enoxacin;ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;lomefloxacin;nalidixic acid;norfloxacin;ofloxacin;trovafloxacin;grepafloxacin;sparfloxacin;pefloxacin",,100,100,99,"0"
"BLAT","Antibiotic Resistance","CARD","562.100672","Escherichia coli a0070e30-7bb8-11e9-a8d3-68b59976a384","fig|562.100672.peg.1396",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,100,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.99996","Escherichia coli c9bcbf12-7bb9-11e9-a8d3-68b59976a384","fig|562.99996.peg.915",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,100,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.96644","Escherichia coli VREC0849","fig|562.96644.peg.2718",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.96539","Escherichia coli VREC0735","fig|562.96539.peg.3758",,,"WP_001281881.1",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia quinolone resistant ParC",,"quinolone","quinolone",,100,100,99,
"BLAT","Antibiotic Resistance","CARD","562.97134","Escherichia coli VREC1266","fig|562.97134.peg.1291",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,100,"0.0"
"RGI: protein variant model","Antibiotic Resistance","CARD","562.17722","Escherichia coli strain AR_0055","fig|562.17722.peg.1523","AM434_07475",,"1450",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia coli parC conferring resistance to fluoroquinolones","antibiotic target alteration","fluoroquinolone","enoxacin;ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;lomefloxacin;nalidixic acid;norfloxacin;ofloxacin;trovafloxacin;grepafloxacin;sparfloxacin;pefloxacin",,100,100,99,"0"
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.96515","Escherichia coli VRES0746","fig|562.96515.peg.2793","MMN38_10290",,"WP_001281881.1",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia quinolone resistant ParC",,"quinolone","quinolone",,100,100,99,
"BLAT","Antibiotic Resistance","CARD","562.96912","Escherichia coli VREC1023","fig|562.96912.peg.1666",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.57497","Escherichia coli strain PB375","fig|562.57497.peg.3029",,,"WP_001281881.1",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia quinolone resistant ParC",,"quinolone","quinolone",,100,100,99,
"BLAT","Antibiotic Resistance","CARD","562.98748","Escherichia coli 977c6318-7bb9-11e9-a8d3-68b59976a384","fig|562.98748.peg.2539",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.100481","Escherichia coli fe805728-7bb8-11e9-a8d3-68b59976a384","fig|562.100481.peg.1639",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,100,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.98256","Escherichia coli 81fbc52e-7bb9-11e9-a8d3-68b59976a384","fig|562.98256.peg.1280",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.97490","Escherichia coli VREC1641","fig|562.97490.peg.3091","AML27_22465",,"WP_001281881.1",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia quinolone resistant ParC",,"quinolone","quinolone",,100,100,99,
"BLAT","Antibiotic Resistance","CARD","562.42802","Escherichia coli strain M43","fig|562.42802.peg.2053",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.99501","Escherichia coli a394ba6a-7bb9-11e9-a8d3-68b59976a384","fig|562.99501.peg.2350",,,"WP_001281881.1",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia quinolone resistant ParC",,"quinolone","quinolone",,100,100,99,
"RGI: protein variant model","Antibiotic Resistance","CARD","562.96790","Escherichia coli VRES0986","fig|562.96790.peg.2050",,,"1450",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia coli parC conferring resistance to fluoroquinolones","antibiotic target alteration","fluoroquinolone","enoxacin;ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;lomefloxacin;nalidixic acid;norfloxacin;ofloxacin;trovafloxacin;grepafloxacin;sparfloxacin;pefloxacin",,100,100,99,"0"
"BLAT","Antibiotic Resistance","CARD","562.100346","Escherichia coli 0e96183c-7bb9-11e9-a8d3-68b59976a384","fig|562.100346.peg.2046",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.100632","Escherichia coli 255de90a-7bb9-11e9-a8d3-68b59976a384","fig|562.100632.peg.3492","AWG80_05500",,"WP_001281881.1",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia quinolone resistant ParC",,"quinolone","quinolone",,100,100,99,
"BLAT","Antibiotic Resistance","CARD","562.100410","Escherichia coli 99192bee-7bb8-11e9-a8d3-68b59976a384","fig|562.100410.peg.1526",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.97953","Escherichia coli cdc49658-7bb8-11e9-a8d3-68b59976a384","fig|562.97953.peg.1546",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.96631","Escherichia coli VREC0809","fig|562.96631.peg.2983",,,"WP_001281881.1",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia quinolone resistant ParC",,"quinolone","quinolone",,100,100,99,
"AMRFinderPlus: POINTP","Antibiotic Resistance","NDARO","562.57078","Escherichia coli strain 24742_1#269","fig|562.57078.peg.2876","PD07_27350",,"WP_001281881.1",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia quinolone resistant ParC",,"quinolone","quinolone",,100,100,99,
"BLAT","Antibiotic Resistance","CARD","562.99565","Escherichia coli 7d968fb4-7bb9-11e9-a8d3-68b59976a384","fig|562.99565.peg.1612",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.7737","Escherichia coli strain 102298_aEPEC","fig|562.7737.peg.1107","ERS085337_01093",,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant;fluoroquinolone resistance gene;gene involved in self resistance to antibiotic",,,,100,100,100,"0.0"
"RGI: protein variant model","Antibiotic Resistance","CARD","562.22536","Escherichia coli O25:H4 strain ECO0111","fig|562.22536.peg.3566",,,"1450",,,"DNA topoisomerase IV subunit A (EC 5.99.1.3)","Escherichia coli parC conferring resistance to fluoroquinolones","antibiotic target alteration","fluoroquinolone","enoxacin;ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;lomefloxacin;nalidixic acid;norfloxacin;ofloxacin;trovafloxacin;grepafloxacin;sparfloxacin;pefloxacin",,100,100,99,"0"
"BLAT","Antibiotic Resistance","CARD","562.98321","Escherichia coli 69c05c9a-7bb9-11e9-a8d3-68b59976a384","fig|562.98321.peg.2630",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.96834","Escherichia coli VREC0956","fig|562.96834.peg.1594",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.99835","Escherichia coli f723e044-7bb8-11e9-a8d3-68b59976a384","fig|562.99835.peg.1175",,,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
